visual parameter label,visual parameter value,xticks,yticks,preserved 0,preserved 1,preserved 2,preserved 3,gw_param_keys 0,gw_param_values 0,label 0,y,x_lower,x_upper,bgra,gw_param_keys 1,gw_param_values 1,label 1,x,y,bgra,gw_param_keys 2,gw_param_values 2,label 2,y,x_lower,x_upper,bgra,gw_param_keys 3,gw_param_values 3,label 3,x,y,bgra,gw_param_keys 4,gw_param_values 4,label 4,y,x_lower,x_upper,bgra,gw_param_keys 5,gw_param_values 5,label 5,x,y,bgra,gw_param_keys 6,gw_param_values 6,label 6,y,x_lower,x_upper,bgra,gw_param_keys 7,gw_param_values 7,label 7,x,y,bgra,gw_param_keys 8,gw_param_values 8,label 8,y,x_lower,x_upper,bgra,gw_param_keys 9,gw_param_values 9,label 9,x,y,bgra,gw_param_keys 10,gw_param_values 10,label 10,y,x_lower,x_upper,bgra,gw_param_keys 11,gw_param_values 11,label 11,x,y,bgra,gw_param_keys 12,gw_param_values 12,label 12,y,x_lower,x_upper,bgra,gw_param_keys 13,gw_param_values 13,label 13,x,y,bgra,gw_param_keys 14,gw_param_values 14,label 14,y,x_lower,x_upper,bgra,gw_param_keys 15,gw_param_values 15,label 15,x,y,bgra,gw_param_keys 16,gw_param_values 16,label 16,y,x_lower,x_upper,bgra,gw_param_keys 17,gw_param_values 17,label 17,x,y,bgra,gw_param_keys 18,gw_param_values 18,label 18,y,x_lower,x_upper,bgra,gw_param_keys 19,gw_param_values 19,label 19,x,y,bgra,gw_param_keys 20,gw_param_values 20,label 20,y,x_lower,x_upper,bgra,gw_param_keys 21,gw_param_values 21,label 21,x,y,bgra,gw_param_keys 22,gw_param_values 22,label 22,y,x_lower,x_upper,bgra,gw_param_keys 23,gw_param_values 23,label 23,x,y,bgra,gw_param_keys 24,gw_param_values 24,label 24,y,x_lower,x_upper,bgra,gw_param_keys 25,gw_param_values 25,label 25,x,y,bgra
,,,,,,,,,,,18.33256385141792,1.9592911468973093,2.0407088531026907,,,,,,,,,,,37.41400583231557,3.9220720753480887,4.077927924651911,,,,,,,,,,,56.51348317653004,5.904254564906095,6.095745435093905,,,,,,,,,,,73.09706516877084,7.95560771466298,8.04439228533702,,,,,,,,,,,93.17551153935693,9.94137138173636,10.05862861826364,,,,,,,,,,,112.86990457437439,11.92837448924326,12.07162551075674,,,,,,,,,,,130.99945434337752,13.888259234927133,14.111740765072867,,,,,,,,,,,158.04920915820583,15.895603983128147,16.104396016871853,,,,,,,,,,,165.04577868898417,17.962321939057254,18.037678060942746,,,,,,,,,,,186.96797355407244,19.90184880244687,20.09815119755313,,,,,,,,,,,203.67620834481139,21.95997221352364,22.04002778647636,,,,,,,,,,,225.97584159896726,23.90092957792275,24.09907042207725,,,,,,,,,,,242.06822067103775,25.905168856490924,26.094831143509076,,,,,,,
,,,,,,,,,,,18.57408744131409,1.95799863290899,2.04200136709101,,,,,,,,,,,37.9187596245566,3.93006663701265,4.06993336298735,,,,,,,,,,,57.320452542317646,5.910852818217654,6.089147181782346,,,,,,,,,,,74.05640039105405,7.955680584942523,8.044319415057476,,,,,,,,,,,94.426975641947,9.946187060891798,10.053812939108202,,,,,,,,,,,114.42398125427032,11.93553410891152,12.06446589108848,,,,,,,,,,,132.76755446927254,13.899362633985222,14.100637366014778,,,,,,,,,,,160.1962411190222,15.904112360878356,16.095887639121642,,,,,,,,,,,167.2210186509837,17.96163885903582,18.03836114096418,,,,,,,,,,,189.4887843817267,19.91457699103822,20.08542300896178,,,,,,,,,,,206.391460760603,21.96058743472702,22.03941256527298,,,,,,,,,,,229.04760512357498,23.91339329008703,24.08660670991297,,,,,,,,,,,245.31657489338664,25.90631577000951,26.09368422999049,,,,,,,
,,,,,,,,,,,18.815611031210263,1.9573037996213198,2.04269620037868,,,,,,,,,,,38.423513416797626,3.9370541943294017,4.062945805670599,,,,,,,,,,,58.127421908105255,5.91822730764186,6.08177269235814,,,,,,,,,,,75.01573561333727,7.9561630389967135,8.043836961003286,,,,,,,,,,,95.67843974453704,9.950632962600695,10.049367037399305,,,,,,,,,,,115.97805793416622,11.942134899284317,12.057865100715683,,,,,,,,,,,134.53565459516753,13.910392999459598,14.089607000540402,,,,,,,,,,,162.3432730798386,15.912902568225814,16.087097431774186,,,,,,,,,,,169.39625861298325,17.961432842467374,18.038567157532626,,,,,,,,,,,192.00959520938096,19.925765362093074,20.074234637906926,,,,,,,,,,,209.10671317639463,21.961479106509703,22.038520893490297,,,,,,,,,,,232.11936864818276,23.924494430264524,24.075505569735476,,,,,,,,,,,248.5649291157356,25.908890972471973,26.091109027528027,,,,,,,
,,,,,,,,,,,19.057134621106435,1.9574698312010335,2.0425301687989665,,,,,,,,,,,38.92826720903866,3.9433834147306586,4.056616585269341,,,,,,,,,,,58.934391273892864,5.926160491227057,6.073839508772943,,,,,,,,,,,75.97507083562047,7.957244675131887,8.042755324868114,,,,,,,,,,,96.92990384712711,9.954897309893633,10.045102690106367,,,,,,,,,,,117.53213461406212,11.948304919274646,12.051695080725354,,,,,,,,,,,136.30375472106252,13.921152825042554,14.078847174957446,,,,,,,,,,,164.49030504065502,15.921860985713623,16.078139014286375,,,,,,,,,,,171.5714985749828,17.96191141989637,18.03808858010363,,,,,,,,,,,194.53040603703522,19.935647146908813,20.064352853091187,,,,,,,,,,,211.82196559218627,21.962838989450923,22.037161010549077,,,,,,,,,,,235.19113217279047,23.934420826192518,24.065579173807482,,,,,,,,,,,251.8132833380845,25.913000049643113,26.086999950356887,,,,,,,
,,,,,,,,,,,19.298658211002607,1.9586241711546695,2.0413758288453305,,,,,,,,,,,39.43302100127969,3.9493041825777597,4.05069581742224,,,,,,,,,,,59.74136063968047,5.934399429998029,6.065600570001971,,,,,,,,,,,76.93440605790369,7.959043532539707,8.040956467460292,,,,,,,,,,,98.18136794971716,9.959106515561807,10.040893484438193,,,,,,,,,,,119.08621129395804,11.954132802530815,12.045867197469185,,,,,,,,,,,138.07185484695754,13.931466763663185,14.068533236336815,,,,,,,,,,,166.6373370014714,15.930837733619596,16.069162266380403,,,,,,,,,,,173.74673853698232,17.96318171788336,18.03681828211664,,,,,,,,,,,197.05121686468954,19.94443410688372,20.05556589311628,,,,,,,,,,,214.5372180079779,21.964757633426764,22.035242366573236,,,,,,,,,,,238.26289569739825,23.943334622904747,24.056665377095253,,,,,,,,,,,255.06163756043344,25.918567259135557,26.081432740864443,,,,,,,
,,,,,,,,,,,19.54018180089878,1.960764197458777,2.039235802541223,,,,,,,,,,,39.937774793520724,3.954968664400438,4.045031335599562,,,,,,,,,,,60.54833000546808,5.942682503344971,6.057317496655029,,,,,,,,,,,77.8937412801869,7.961587301072037,8.038412698927962,,,,,,,,,,,99.43283205230722,9.963322148125132,10.036677851874868,,,,,,,,,,,120.64028797385394,11.959666694451451,12.040333305548549,,,,,,,,,,,139.83995497285252,13.941187044895296,14.058812955104704,,,,,,,,,,,168.7843689622878,15.939662464082481,16.06033753591752,,,,,,,,,,,175.92197849898187,17.965247605812998,18.034752394187002,,,,,,,,,,,199.5720276923438,19.952300254703207,20.047699745296793,,,,,,,,,,,217.25247042376955,21.967232659253813,22.032767340746187,,,,,,,,,,,241.33465922200597,23.951364706460854,24.048635293539146,,,,,,,,,,,258.30999178278233,25.92536935905956,26.07463064094044,,,,,,,
,,,,,,,,,,,19.78170539079495,1.9637754718016889,2.036224528198311,,,,,,,,,,,40.44252858576176,3.960442534586031,4.039557465413969,,,,,,,,,,,61.355299371255704,5.950762638432571,6.049237361567429,,,,,,,,,,,78.85307650247012,7.964810690353347,8.035189309646652,,,,,,,,,,,100.68429615489727,9.967546494014558,10.032453505985442,,,,,,,,,,,122.19436465374987,11.96491826623114,12.03508173376886,,,,,,,,,,,141.60805509874754,13.950196233415689,14.049803766584311,,,,,,,,,,,170.93140092310418,15.948161081451918,16.051838918548082,,,,,,,,,,,178.09721846098142,17.968020019490954,18.031979980509046,,,,,,,,,,,202.09283851999805,19.959374949830007,20.040625050169993,,,,,,,,,,,219.9677228395612,21.970185570198318,22.029814429801682,,,,,,,,,,,244.40642274661374,23.95860535539525,24.04139464460475,,,,,,,,,,,261.5583460051312,25.933079582379303,26.066920417620697,,,,,,,
,,,,,,,,,,,20.023228980691123,1.9674602169105602,2.03253978308944,,,,,,,,,,,40.94728237800278,3.9657234866738427,4.034276513326158,,,,,,,,,,,62.16226873704331,5.958425404019332,6.041574595980668,,,,,,,,,,,79.81241172475333,7.968568579004694,8.031431420995306,,,,,,,,,,,101.93576025748733,9.97173494942084,10.02826505057916,,,,,,,,,,,123.74844133364577,11.969870758482173,12.030129241517827,,,,,,,,,,,143.37615522464253,13.95840822913526,14.04159177086474,,,,,,,,,,,173.07843288392058,15.956171536035912,16.043828463964086,,,,,,,,,,,180.27245842298095,17.971338218846793,18.028661781153207,,,,,,,,,,,204.6136493476523,19.96574442103979,20.03425557896021,,,,,,,,,,,222.6829752553528,21.973484218557935,22.026515781442065,,,,,,,,,,,247.47818627122146,23.965120067251263,24.034879932748737,,,,,,,,,,,264.8067002274802,25.94131600364917,26.05868399635083,,,,,,,
,,,,,,,,,,,20.264752570587294,1.9715718850011863,2.028428114998814,,,,,,,,,,,41.452036170243815,3.9707635269696815,4.029236473030318,,,,,,,,,,,62.96923810283092,5.965501105199062,6.034498894800938,,,,,,,,,,,80.77174694703653,7.972661196630614,8.027338803369387,,,,,,,,,,,103.18722436007738,9.975812521599089,10.024187478400911,,,,,,,,,,,125.3025180135417,11.974489439099104,12.025510560900896,,,,,,,,,,,145.14425535053752,13.965768115149388,14.034231884850612,,,,,,,,,,,175.22546484473696,15.963557030741331,16.03644296925867,,,,,,,,,,,182.4476983849805,17.974997946902946,18.025002053097054,,,,,,,,,,,207.13446017530663,19.971459556881516,20.028540443118484,,,,,,,,,,,225.39822767114444,21.97696755232958,22.02303244767042,,,,,,,,,,,250.54994979582924,23.97094890842966,24.02905109157034,,,,,,,,,,,268.0550544498291,25.949688360826805,26.050311639173195,,,,,,,
,,,,,,,,,,,20.506276160483463,1.9758507302919783,2.0241492697080217,,,,,,,,,,,41.95678996248485,3.975491555104381,4.024508444895619,,,,,,,,,,,63.77620746861853,5.9718707843240475,6.0281292156759525,,,,,,,,,,,81.73108216931975,7.97686546790331,8.02313453209669,,,,,,,,,,,104.43868846266744,9.979691413481548,10.020308586518452,,,,,,,,,,,126.8565946934376,11.978732660809325,12.021267339190675,,,,,,,,,,,146.91235547643254,13.97225112830333,14.02774887169667,,,,,,,,,,,177.37249680555337,15.970215422672524,16.029784577327476,,,,,,,,,,,184.62293834698005,17.9787815735496,18.0212184264504,,,,,,,,,,,209.6552710029609,19.97654721166795,20.02345278833205,,,,,,,,,,,228.11348008693608,21.98046930993821,22.01953069006179,,,,,,,,,,,253.62171332043695,23.976117503313784,24.023882496686216,,,,,,,,,,,271.303408672178,25.95783814858119,26.04216185141881,,,,,,,
,,,,,,,,,,,20.747799750379635,1.980055419839808,2.019944580160192,,,,,,,,,,,42.461543754725874,3.979833293803037,4.020166706196963,,,,,,,,,,,64.58317683440615,5.977466687950755,6.022533312049245,,,,,,,,,,,82.69041739160296,7.980966120927253,8.019033879072747,,,,,,,,,,,105.69015256525749,9.983286962970396,10.016713037029604,,,,,,,,,,,128.4106713733335,11.982561859985228,12.017438140014772,,,,,,,,,,,148.68045560232753,13.977860778532103,14.022139221467897,,,,,,,,,,,179.51952876636975,15.976084197925827,16.023915802074175,,,,,,,,,,,186.79817830897957,17.98248546969368,18.01751453030632,,,,,,,,,,,212.17608183061515,19.98102229263239,20.01897770736761,,,,,,,,,,,230.82873250272772,21.983837887583576,22.016162112416424,,,,,,,,,,,256.69347684504476,23.980645897822868,24.019354102177132,,,,,,,,,,,274.5517628945269,25.96546829952551,26.03453170047449,,,,,,,
,,,,,,,,,,,20.989323340275806,1.9839868331737955,2.0160131668262045,,,,,,,,,,,42.966297546966906,3.9837265565928526,4.016273443407147,,,,,,,,,,,65.39014620019375,5.982268235306067,6.017731764693933,,,,,,,,,,,83.64975261388618,7.984781131074242,8.015218868925759,,,,,,,,,,,106.94161666784755,9.986529946718573,10.013470053281427,,,,,,,,,,,129.9647480532294,11.985949263888221,12.014050736111779,,,,,,,,,,,150.44855572822254,13.982626039722513,14.017373960277487,,,,,,,,,,,181.66656072718615,15.981141030895703,16.018858969104297,,,,,,,,,,,188.97341827097912,17.985940936286454,18.014059063713546,,,,,,,,,,,214.6968926582694,19.984898395879828,20.015101604120172,,,,,,,,,,,233.54398491851933,21.986950538103407,22.013049461896593,,,,,,,,,,,259.7652403696525,23.98455592247956,24.01544407752044,,,,,,,,,,,277.80011711687587,25.972360680421296,26.027639319578704,,,,,,,
,,,,,,,,,,,21.230846930171978,1.9875019735221993,2.0124980264778007,,,,,,,,,,,43.47105133920794,3.9871309141126767,4.012869085887323,,,,,,,,,,,66.19711556598136,5.98629479180091,6.01370520819909,,,,,,,,,,,84.6090878361694,7.988178071093368,8.011821928906631,,,,,,,,,,,108.19308077043762,9.989374213441485,10.010625786558515,,,,,,,,,,,131.51882473312534,11.98888264154337,12.01111735845663,,,,,,,,,,,152.21665585411753,13.986597576787997,14.013402423212003,,,,,,,,,,,183.81359268800253,15.985400497721383,16.014599502278617,,,,,,,,,,,191.14865823297868,17.989026667220024,18.010973332779976,,,,,,,,,,,217.21770348592366,19.988195546445738,20.011804453554262,,,,,,,,,,,236.259237334311,21.98972116575883,22.01027883424117,,,,,,,,,,,262.8370038942602,23.987876221433527,24.012123778566473,,,,,,,,,,,281.04847133922476,25.978381562343934,26.021618437656066,,,,,,,
,,,,,,,,,,,21.47237052006815,1.990517865328447,2.009482134671553,,,,,,,,,,,43.97580513144897,3.9900318245840594,4.00996817541594,,,,,,,,,,,67.00408493176897,5.989596616539369,6.010403383460631,,,,,,,,,,,85.56842305845261,7.9910803179412255,8.008919682058774,,,,,,,,,,,109.44454487302767,9.991799558547871,10.008200441452129,,,,,,,,,,,133.07290141302124,11.991367011043767,12.008632988956233,,,,,,,,,,,153.98475598001252,13.989843113283419,14.010156886716581,,,,,,,,,,,185.96062464881894,15.988907913124148,16.011092086875852,,,,,,,,,,,193.3238981949782,17.991672514792473,18.008327485207527,,,,,,,,,,,219.73851431357798,19.990944457887675,20.009055542112325,,,,,,,,,,,238.9744897501026,21.992102034826257,22.007897965173743,,,,,,,,,,,265.9087674188679,23.990644679966476,24.009355320033524,,,,,,,,,,,284.2968255615737,25.983476829592146,26.016523170407854,,,,,,,
,,,,,,,,,,,21.713894109964322,1.993006982926591,2.006993017073409,,,,,,,,,,,44.480558923690005,3.99244007201275,4.007559927987249,,,,,,,,,,,67.81105429755658,5.992245247272095,6.007754752727905,,,,,,,,,,,86.52775828073581,7.993464198144155,8.006535801855845,,,,,,,,,,,110.69600897561773,9.993810512746759,10.006189487253241,,,,,,,,,,,134.62697809291717,11.993423694411385,12.006576305588615,,,,,,,,,,,155.75285610590754,13.99244221149404,14.00755778850596,,,,,,,,,,,188.10765660963534,15.991731458087349,16.00826854191265,,,,,,,,,,,195.49913815697775,17.993855842230555,18.006144157769445,,,,,,,,,,,222.25932514123224,19.99318747941893,20.00681252058107,,,,,,,,,,,241.68974216589427,21.994080526168133,22.005919473831867,,,,,,,,,,,268.98053094347574,23.992908467317108,24.007091532682892,,,,,,,,,,,287.5451797839226,25.98765973929428,26.01234026070572,,,,,,,
,,,,,,,,,,,21.955417699860494,1.994986824142433,2.005013175857567,,,,,,,,,,,44.98531271593104,3.994387822172637,4.005612177827363,,,,,,,,,,,68.61802366334419,5.9943243584210375,6.0056756415789625,,,,,,,,,,,87.48709350301903,7.995349596329781,8.004650403670219,,,,,,,,,,,111.94747307820778,9.99543219098659,10.00456780901341,,,,,,,,,,,136.18105477281307,11.995087423671349,12.004912576328651,,,,,,,,,,,157.52095623180253,13.99448086721995,14.00551913278005,,,,,,,,,,,190.25468857045172,15.993953763430477,16.006046236569524,,,,,,,,,,,197.6743781189773,17.99559271501198,18.00440728498802,,,,,,,,,,,224.7801359688865,19.994976927720916,20.005023072279084,,,,,,,,,,,244.40499458168588,21.995672546585986,22.004327453414014,,,,,,,,,,,272.05229446808346,23.994722245850685,24.005277754149315,,,,,,,,,,,290.79353400627156,25.990994448972327,26.009005551027673,,,,,,,
